frequency,callsign,city,sp,antenna_type,erp,lat,lon,class,slogan,haat,owner,format,market
90.7,WAUS,BERRIEN SPRINGS,MI,NDIR,50.0,41.96169444444445,86.35055555555554,B,YOUR 24 HOUR CLASSICAL CONNECTION,150.0,ANDREWS BROADCASTING CORP.,Classical,
93.9,WAVC,MIO,MI,NDIR,30.0,44.72836111111111,84.36030555555556,C2,,132.0,WEST CENTRAL MICHIGAN MEDIA MINISTRIES,Religious Teaching,
107.3,WAWB-LP,WEST BRANCH,MI,NDIR,0.1,44.27752777777778,84.2063888888889,LP100,,21.227867,"WEST BRANCH SEVENTH DAY ADVENTIST BROADCASTING, INC.",Religious Teaching,
103.5,WAWL-LP,GRAND HAVEN,MI,NDIR,0.1,43.066972222222226,86.21505555555555,LP100,,24.129923,TRI-CITIES BROADCASTING FOUNDATION,Variety,Grand Rapids
98.9,WAWM,PETOSKEY,MI,NDIR,100.0,45.47777777777778,84.95116666666667,C1,AIR1,244.0,Educational Media Foundation,Contemporary Christian,Traverse City-Petoskey-Cadillac
98.9,WAXT-LP,WHITEHALL,MI,NDIR,0.054,43.3925,86.32588888888888,LP100,REAL GOLD RADIO,40.85754,"WHITE LAKE BROADCASTERS, INC",Oldies,Muskegon
100.1,WBCH-FM,HASTINGS,MI,NDIR,3.0,42.62613888888889,85.27805555555555,A,WORLD'S BEST COUNTRY HITS,90.0,BARRY BROADCASTING CO.,Country,
95.3,WBCK,BATTLE CREEK,MI,OTS,3.0,42.28808333333333,85.16497222222223,A,BATTLE CREEK`S NEWS-TALK,82.0,"Townsquare License, LLC",Talk/Sports,
93.5,WBCM,BOYNE CITY,MI,NDIR,14.0,45.32416666666667,84.87894444444444,C2,ROCK 97.5 WKLT,283.0,"WBCM RADIO, INC.",Rock,Traverse City-Petoskey-Cadillac
93.7,WBCT,GRAND RAPIDS,MI,NDIR,320.0,42.63225,85.53780555555555,B,B 93.7,238.0,iHeartMedia,Country,Grand Rapids
99.3,WBET-FM,STURGIS,MI,NDIR,4.4,41.769777777777776,85.4191388888889,A,TRUE OLDIES,100.0,"SWICK BROADCASTING COMPANY, INC.",Classic Hits,
88.1,WBFH,BLOOMFIELD HILLS,MI,DRL,0.36,42.57780555555556,83.28605555555555,A,THE BIFF,51.0,BLOOMFIELD HILLS SCHOOL DISTRICT,Variety,Detroit
101.3,WBFX,GRAND RAPIDS,MI,NDIR,50.0,43.04113888888889,85.35780555555554,B,BIG 101.3,128.0,iHeartMedia,Oldies,Grand Rapids
92.5,WBGV,MARLETTE,MI,NDIR,3.0,43.28675,82.97166666666666,A,COUNTRY 92.5,100.0,GB BROADCASTING COMPANY,Country,
